ao,semestre,areal,y_lote,ecotopo_lote,cent_x,cent_y,elevation
2002,1,.5,1.97781,"207A",839526,1048760,"1892"
2009,1,.4,1.40882,"207A",838803,1042060,"1787"
2007,2,6.7,257.297,"207A",835595,1043584,"1573"
2007,1,2.81,71.8597,"207A",837003,1040918,"1882"
2009,2,.58,1.63681,"207A",838279,1045222,"1659"
2007,2,.5,2.50581,"207A",835399,1042493,"1665"
2010,1,.43,4.90214,"207A",836730,1044894,"1577"
2009,1,.6,9.16461,"207A",837270,1044803,"1535"
2009,1,.56,1.87388,"207A",841124,1039312,"1890"
2009,1,2.5,17.4751,"207A",837340,1041741,"1788"
2010,2,.63,24.0757,"107B",797833,1055400,"1261"
2010,1,.34,.395896,"107B",799394,1057671,"1145"
2009,1,.53,.407068,"107B",798792,1057761,"1276"
2008,1,.54,5.00257,"107B",796045,1052739,"1398"
2007,2,1.19,32.8184,"107B",796012,1052703,"1558"
2006,2,6.3,146.197,"107B",796622,1052829,"1398"
2007,1,2.97,24.8437,"107B",796441,1052753,"1398"
2006,1,.97,7.37622,"107B",796534,1052943,"1398"
2007,1,2.42,4.45018,"107B",797707,1052788,"1259"
2007,2,.97,14.2,"107B",797774,1052381,"1259"
2006,2,3.73,111.389,"107B",798095,1052541,"1107"
2008,1,1.37,.968643,"107B",798238,1052439,"1107"
2002,2,.5,20.5581,"107B",797278,1050753,"1290"
2007,2,.23,3.68323,"107B",797040,1053962,"1263"
2002,1,.5,.19804,"107B",797141,1050153,"1288"
2007,1,5.71,32.5839,"107B",796801,1054526,"1506"
2008,1,.6,2.61649,"107B",797563,1054214,"1286"
2006,2,.86,24.7407,"107B",797053,1054374,"1286"
2010,1,1.71,17.9045,"107B",797594,1055857,"1261"
2008,2,3.5,61.3072,"107B",797651,1056078,"1351"
2009,1,1.87,1.98241,"107B",798096,1056145,"1220"
2009,2,.5,1.86368,"107B",798510,1056304,"1220"
2008,2,.7,10.3309,"107B",798338,1055985,"1140"
2009,2,1.56,13.5683,"107B",798378,1055991,"1140"
2010,1,.44,1.4893,"107B",798882,1056397,"1109"
2009,1,.26,.27604,"107B",798507,1056512,"1220"
2009,2,.47,3.44004,"107B",798900,1057121,"1145"
2010,2,.45,9.78082,"107B",799378,1059012,"1236"
2007,2,.62,16.311,"107B",796975,1052010,"1183"
2007,2,.5,1.17249,"107B",806707,1056874,"1099"
2006,2,1.34,57.5073,"107B",796462,1053624,"1385"
2008,1,1.92,39.6054,"107B",796270,1053679,"1385"
2007,1,.55,6.96795,"107B",796205,1053823,"1385"
2010,2,1.16,17.1738,"107B",798992,1059005,"1236"
2008,2,1.23,7.32981,"107B",798693,1057780,"1276"
2009,2,.9,5.22798,"107B",798577,1057991,"1326"
2009,1,1.08,2.16824,"107B",798055,1057402,"1276"
2005,1,2.8,80.4136,"218A",705488,774206,"1548"
2005,1,1,11.8164,"218A",705232,773114,"1556"
2005,1,.7,3.49807,"218A",706482,773441,"1629"
2005,1,.4,7.37446,"218A",706692,773116,"1629"
2006,1,.8,4.47714,"218A",706953,772738,"1608"
2005,1,.3,3.99912,"218A",708025,774359,"1608"
2003,2,.2,.394659,"218A",712853,774362,"1756"
2002,2,1.4,.947146,"218A",714975,773715,"1679"
2004,1,1.1,8.97873,"218A",713398,772803,"1713"
2003,1,.8,3.55713,"218A",712571,773680,"1795"
2003,1,.7,14.669,"218A",711499,773291,"1750"
2002,2,.4,.682831,"218A",712054,773400,"1795"
2002,2,.1,.045837,"218A",711904,774254,"1703"
2003,2,.6,1.17788,"218A",720631,771379,"1707"
2004,1,.6,9.03317,"218A",721360,771764,"1749"
2003,1,.9,22.1605,"218A",720428,770653,"1730"
2003,2,1,3.17913,"218A",722682,772860,"1748"
2002,2,.4,.384209,"218A",722822,771663,"1768"
2002,1,1.7,4.36051,"218A",721708,771309,"1749"
2010,1,1.94,9.40228,"218A",712240,766409,"1703"
2010,2,.4,.036612,"218A",710467,768413,"1657"
2009,2,.8,3.59136,"218A",711747,767792,"1725"
2009,1,.4,.470375,"218A",711625,767427,"1684"
2009,1,1.24,5.61424,"218A",712521,767952,"1722"
2010,2,.4,1.91788,"218A",713830,766730,"1699"
2010,2,.45,.437506,"218A",714645,766134,"1720"
2010,1,.25,1.25227,"218A",712921,768060,"1703"
2009,2,.2,.620626,"218A",712684,767468,"1714"
2006,1,.2,1.77129,"218A",717067,759285,"1753"
2005,1,.6,.664232,"218A",717550,759618,"1784"
2006,1,.2,1.47307,"218A",717342,760247,"1742"
2006,1,.83,3.37124,"218A",715765,760560,"1737"
2005,1,.5,4.1259,"218A",716132,760778,"1737"
2006,1,.3,5.47077,"218A",716273,760453,"1737"
2005,2,.7,.569493,"218A",716615,760329,"1742"
2005,1,.2,1.30076,"218A",716280,760724,"1737"
2006,2,1,.564554,"218A",716643,760805,"1742"
2004,2,1.2,1.02351,"218A",715611,761489,"1729"
2004,2,.6,.771841,"218A",711476,762184,"1750"
2004,2,.3,.08635,"218A",711627,761854,"1689"
2005,2,.2,.167858,"218A",710824,761841,"1693"
2004,1,.2,4.75821,"218A",724112,771774,"1782"
2006,2,.12,.109454,"218A",704260,775437,"1513"
2008,1,.9,2.72124,"218A",704219,775849,"1513"
2006,1,.4,.576423,"218A",704316,773805,"1577"
2006,2,.1,.059781,"218A",706696,774341,"1575"
2006,2,.6,.453007,"218A",707351,774756,"1608"
2006,1,.28,4.9395,"218A",707373,773615,"1683"
2004,1,1,5.21113,"218A",714805,772872,"1716"
2003,1,.6,5.36988,"218A",714585,773493,"1710"
2003,1,.4,4.22123,"218A",712571,775089,"1624"
2003,2,.5,1.01365,"218A",713010,771630,"1730"
2003,1,.9,6.99767,"218A",723181,772052,"1783"
2008,2,1.52,.892466,"218A",714035,764083,"1701"
2009,2,.4,.036978,"218A",713525,767007,"1727"
2003,1,.6,10.8559,"218A",711297,772442,"1807"
2003,2,.4,1.15093,"218A",711341,774139,"1703"
2003,2,.8,1.51673,"218A",720408,773847,"1722"
2008,2,.8,.733501,"218A",712083,767207,"1714"
2007,1,.37,1.13925,"218A",706589,774497,"1575"
2008,1,.2,1.00619,"218A",706796,775092,"1521"
2009,1,.57,1.70008,"218A",713677,766311,"1699"
2007,2,.2,.159908,"219A",684460,706074,"1387"
2004,2,.1,.15379,"219A",685623,705893,"1498"
2002,1,.1,.960156,"219A",693639,702653,"2056"
2008,1,.2,.840282,"219A",685312,704591,"1509"
2004,2,.2,.189183,"219A",685063,705908,"1498"
2007,1,.2,1.20027,"219A",684886,704315,"1360"
2002,2,.1,.104755,"219A",687116,699647,"1450"
2007,1,.1,.467313,"219A",687021,704573,"1500"
2008,1,.4,2.31642,"219A",686783,705329,"1689"
2002,1,.2,5.51231,"",690739,703582,"2163"
2003,1,.3,.328426,"219A",687252,697231,"1346"
2004,1,.3,1.12034,"219A",688059,699647,"1544"
2003,1,.3,.730656,"219A",688019,699185,"1719"
2002,2,.2,1.07261,"219A",688241,698414,"1693"
2002,2,.1,1.20388,"219A",687488,697672,"1486"
2002,2,.2,.120546,"219A",692676,700511,"2001"
2003,2,.5,2.90294,"219A",689807,698699,"1841"
2003,2,.5,.688834,"219A",690578,699821,"1732"
2003,2,.6,2.83406,"219A",691819,699744,"1940"
2002,2,.5,.589488,"219A",690141,699990,"1662"
2002,2,.7,6.38659,"219A",690411,701721,"1687"
2004,1,.4,1.27838,"219A",691808,701188,"1740"
2002,2,.1,.126411,"219A",692597,701148,"2001"
2004,1,.6,1.95105,"219A",690021,699470,"1662"
2003,1,.3,1.43915,"219A",689450,701366,"1755"
2004,1,.4,1.46304,"219A",690181,699004,"1841"
2003,2,.2,.944686,"219A",691670,701031,"1772"
2003,1,.8,2.98659,"219A",692267,701681,"1740"
2004,1,.7,3.47052,"219A",690724,698509,"1971"
2003,1,.2,.387813,"219A",690756,699962,"1732"
2009,2,.2,.237677,"106A",642086,747436,"1585"
2008,2,.5,.075503,"106A",645903,748421,"1241"
2009,2,.6,.678993,"106A",645235,747440,"1549"
2010,1,.3,3.59098,"106A",646537,747895,"1444"
2008,2,1.2,1.7956,"106A",646995,748186,"1265"
2004,2,.5,3.40872,"106A",647353,744520,"1449"
2005,1,.3,1.56535,"106A",647881,743653,"1297"
2008,1,.1,.316897,"106A",650285,744380,"1458"
2010,2,.54,.717427,"106A",649224,741216,"1715"
2008,2,.7,.031342,"106A",641364,748001,"1733"
2006,1,.4,2.08665,"106A",646347,746126,"1612"
2005,1,.2,.278828,"106A",647884,745841,"1200"
2004,2,.3,2.73419,"106A",647616,745923,"1309"
2004,2,.3,1.01055,"106A",646959,746160,"1309"
2006,1,.3,1.77276,"106A",647493,745030,"1307"
2010,1,.6,9.4008,"106A",644773,748263,"1596"
2009,1,.81,10.5475,"106A",644735,748049,"1596"
2005,2,.4,1.16596,"106A",648882,745833,"1510"
2004,2,1,3.46139,"106A",648565,746474,"1200"
2006,1,.3,3.53396,"106A",648615,744377,"1208"
2010,2,.61,2.43809,"106A",648017,740840,"1390"
2010,2,.64,2.27652,"106A",648555,740293,"1390"
2005,2,.6,.938925,"106A",646676,745978,"1612"
2010,2,.43,1.44368,"106A",648065,739839,"1509"
2009,1,.55,3.09251,"106A",647700,746825,"1288"
2010,2,.43,.386133,"106A",648849,738338,"1617"
2010,2,.2,1.31979,"113B",646840,721884,"1438"
2008,1,.47,2.4582,"113B",651426,726695,"2184"
2007,1,.7,12.8375,"113B",653025,727012,"1658"
2010,1,.77,8.84103,"113B",649995,724434,"1927"
2008,2,.3,.115099,"113B",648965,723727,"1592"
2007,2,.27,1.23319,"",651585,725593,"1927"
2007,1,.2,2.97205,"113B",652067,726069,"1927"
2006,2,.4,1.12972,"113B",651892,726367,"1917"
2003,2,3,12.4006,"113B",653582,722661,"1539"
2004,1,2.7,3.77815,"113B",652978,722579,"1752"
2003,2,.4,.486075,"113B",652154,723153,"1954"
2006,1,.5,2.97096,"113B",653675,728145,"1807"
2005,2,1.4,.465652,"113B",653139,727393,"1759"
2005,1,.3,3.56418,"113B",654872,725810,"1313"
2005,2,.9,2.39332,"113B",653277,726162,"1688"
2006,2,.8,1.02205,"113B",652865,724543,"1807"
2007,2,.22,.07323,"113B",652954,724153,"1883"
2003,1,.9,7.54459,"113B",653256,723099,"1752"
2002,1,.3,9.08918,"113B",652401,720324,"1514"
2004,1,.5,3.05631,"113B",651854,719761,"1514"
2003,2,1.2,1.00774,"113B",650880,718605,"1553"
2010,1,.6,7.97477,"113B",648257,721518,"1604"
2010,2,1.51,2.782,"113B",649765,721356,"2063"
2009,2,.4,.295706,"113B",648111,719718,"1774"
2009,2,.6,.421971,"113B",647810,723289,"1664"
2008,1,.2,.668462,"113B",652621,727040,"1658"
2009,2,.89,3.21162,"113B",649450,724378,"1672"
2010,2,.35,.01042,"113B",650093,723523,"1811"
2010,2,.3,.446048,"113B",649956,723113,"1880"
2005,2,.3,.034909,"113B",651975,724999,"2042"
2005,1,.8,18.9109,"113B",653548,727719,"1637"
2005,1,.3,4.137,"113B",653833,726245,"1551"
2006,1,.34,9.21006,"113B",653439,725642,"1488"
2006,1,.4,3.89465,"113B",654665,726442,"1368"
2004,2,.3,1.87854,"113B",653781,727313,"1637"
2007,2,.5,.990284,"113B",652722,726439,"1658"
2009,1,.31,.61892,"113B",648244,720643,"1604"
2007,2,.15,1.09417,"113B",652380,727452,"1972"
2007,2,.14,.564169,"113B",652751,725732,"1688"
2002,2,.2,.433967,"113B",651714,722596,"1954"
2007,1,1.4,12.6638,"113B",652409,723652,"2140"
2008,2,.67,.846653,"113B",653608,720789,"1268"
2008,2,.32,.217346,"113B",653978,720344,"1126"
2009,1,.39,.608828,"113B",648951,724468,"1672"
2009,1,.43,.32024,"113B",648480,723532,"1741"
2009,1,.49,12.63,"113B",649037,723860,"1592"
2010,2,.42,2.20941,"113B",648004,722840,"1511"
2010,1,.5,1.61389,"219A",678579,689916,"1575"
2008,2,.3,.095112,"219A",679998,691122,"1712"
2009,2,.2,.05245,"219A",687296,695190,"1641"
2009,2,.6,.272758,"219A",686509,694938,"1648"
2008,1,.6,6.8599,"219A",675728,688880,"1771"
2007,2,.4,.40592,"219A",675514,688392,"1801"
2006,2,.4,.145245,"219A",676810,688262,"1881"
2006,2,.6,.235138,"219A",676056,688241,"1978"
2005,1,.3,5.54368,"219A",674034,688498,"1602"
2006,1,1.1,4.52411,"219A",673284,687621,"1834"
2008,2,.3,.096092,"219A",679165,689240,"1575"
2009,2,2.81,3.40531,"219A",680529,689354,"1790"
2010,2,.2,.630396,"219A",683789,688369,"2053"
2008,2,.2,.108639,"219A",684408,688639,"1856"
2009,2,.9,.228671,"219A",677512,689856,"1552"
2008,2,.55,.070036,"219A",678033,689945,"1552"
2009,1,.3,2.65841,"219A",678695,690165,"1394"
2010,2,.48,.587428,"219A",679150,690848,"1394"
2004,1,.2,.787288,"219A",686162,696886,"1386"
2002,1,.2,.987666,"219A",685228,699354,"1270"
2010,1,.4,4.03935,"219A",680648,691655,"1828"
2010,2,.5,5.87568,"219A",679842,690536,"1463"
2010,2,.1,.043928,"219A",680819,690784,"1553"
2009,2,.2,.33884,"219A",680139,691569,"1712"
2008,2,.4,.311156,"219A",686165,694534,"1765"
2010,2,.2,.119937,"219A",687769,696250,"1438"
2010,1,.8,.849293,"219A",686864,695077,"1641"
2008,2,.2,.064111,"219A",687206,694697,"1879"
2008,2,.3,.328869,"219A",686701,694067,"1765"
2009,1,.4,4.12907,"219A",686234,694354,"1765"
2009,1,.3,1.26617,"219A",689243,693783,"1959"
2009,2,.4,.067703,"219A",687165,693906,"1879"
2010,1,.72,2.15902,"219A",689689,694235,"1591"
2009,2,.5,.244782,"219A",688629,693808,"1959"
2008,2,.3,.063323,"219A",689846,693012,"1734"
2009,2,.6,.457582,"219A",690102,692860,"1911"
2008,2,.9,.056017,"219A",689647,694192,"1591"
2007,2,.25,.356219,"219A",675108,688695,"1801"
2005,2,.3,.220292,"219A",676689,689407,"1481"
2006,1,.4,1.72759,"219A",675400,689398,"1676"
2005,1,.4,1.28074,"219A",674295,689083,"1602"
2006,2,.1,.104801,"219A",674385,690385,"1498"
2007,1,1.6,3.00331,"219A",675430,688510,"1801"
2006,2,.5,.08758,"219A",674759,688221,"1788"
2007,2,.3,.039241,"219A",673706,689646,"1769"
2007,2,.9,.819441,"219A",676377,688375,"1771"
2008,1,.7,2.07605,"219A",676500,687860,"1978"
2005,1,1.2,1.29127,"219A",675144,687749,"1788"
2007,2,.3,.447471,"219A",673037,687985,"1834"
2007,1,.6,1.87176,"219A",676880,688698,"1627"
2010,1,.58,5.51469,"219A",679771,688962,"1641"
2009,1,.9,1.17348,"219A",680597,688330,"1930"
2007,1,.7,.473056,"219A",676207,687709,"1978"
2010,2,.4,2.70773,"112B",700171,839601,"1909"
2008,2,.7,2.49168,"112B",700294,833823,"1663"
2010,2,.5,.584646,"112B",699727,832668,"1885"
2010,1,.4,.81489,"112B",701028,833822,"1888"
2009,2,.4,.627232,"112B",703082,831622,"1529"
2009,1,.5,5.16854,"112B",702741,830909,"1609"
2010,1,.54,4.3516,"112B",702864,831149,"1605"
2010,2,.6,1.56387,"112B",701332,837355,"1701"
2010,1,.36,7.91032,"112B",702119,836404,"1780"
2008,2,.3,.865009,"112B",702363,833927,"1889"
2009,1,1,3.56496,"112B",702697,833788,"1889"
2009,1,.4,1.60442,"112B",703228,833495,"1593"
2008,2,1.1,9.33561,"112B",703543,833024,"1517"
2010,2,1.8,17.7928,"112B",703812,838061,"1269"
2009,1,.4,.978602,"112B",702601,840534,"1594"
2008,2,.8,4.88698,"112B",702332,837997,"1720"
2006,1,.2,1.65986,"217A",714637,811715,"1171"
2007,2,.54,6.9717,"217A",716536,811167,"1505"
2006,1,.2,1.32537,"217A",718096,813497,"1579"
2009,2,1,3.80153,"112B",699936,833646,"1837"
2009,1,1.16,2.98758,"112B",702029,835938,"1780"
2010,2,.7,.237648,"112B",702330,834786,"1601"
2010,1,.7,1.66302,"112B",703927,833488,"1435"
2008,2,.5,.200131,"112B",701115,832691,"1866"
2009,1,1.2,5.60553,"112B",702043,837859,"1720"
2004,2,.6,3.0261,"218A",714309,811479,"1171"
2009,1,.9,.975979,"112B",699824,834329,"1843"
2010,2,.81,1.90218,"112B",701661,835869,"1607"
2008,1,.41,5.04197,"217A",717805,813116,"1579"
2010,2,.95,.123715,"112B",701435,830727,"1774"
2005,1,.1,.131801,"112B",699765,792288,"1521"
2006,1,.8,4.35441,"218A",704214,789921,"1593"
2006,1,1.2,2.72129,"218A",705754,792260,"1395"
2005,2,.2,.395095,"218A",704635,791014,"1619"
2006,2,.2,.106031,"218A",705579,791381,"1611"
2005,1,.8,3.78555,"218A",705622,790711,"1611"
2004,2,.7,.867069,"218A",706702,790695,"1518"
2006,1,.4,2.03265,"218A",706631,790412,"1709"
2002,1,.3,4.52856,"218A",706354,792942,"1271"
2005,2,.7,3.52449,"218A",706832,792316,"1314"
2004,1,.3,.884493,"218A",708570,792655,"1472"
2003,2,.4,.733144,"218A",709169,792834,"1472"
2002,2,.1,.034565,"218A",707593,794050,"1378"
2004,1,.7,5.42807,"218A",710577,791656,"1414"
2003,2,.3,2.27919,"218A",708483,793804,"1290"
2006,2,.3,.847622,"218A",703670,788930,"1598"
2004,2,.4,1.78022,"218A",704562,790141,"1593"
2006,2,.4,.752265,"218A",705611,789484,"1731"
2007,2,.3,.603965,"218A",705821,788609,"1734"
2010,2,.25,.936501,"218A",707299,782813,"1739"
2008,2,.34,1.59124,"218A",708772,782213,"1693"
2008,2,.7,.77511,"218A",709403,783213,"1733"
2010,2,.43,.50719,"218A",708119,784046,"1726"
2010,2,.36,.605779,"218A",705786,781525,"1643"
2010,1,.2,.117257,"218A",706844,781378,"1641"
2009,1,.3,2.68673,"218A",707472,781138,"1637"
2009,2,.58,.487384,"218A",706160,779176,"1708"
2007,1,.87,28.8749,"218A",711605,788302,"1623"
2008,1,.54,4.80241,"218A",707183,787098,"1730"
2005,2,.1,.113075,"218A",706017,790402,"1700"
2007,1,.3,7.15091,"218A",706358,789528,"1731"
2009,2,.4,.676002,"218A",709492,784087,"1736"
2009,1,.42,.51025,"218A",709928,783074,"1733"
2009,1,.28,1.3039,"218A",710469,782127,"1698"
2009,2,.64,.622908,"218A",710470,781750,"1698"
2010,1,.5,2.653,"218A",709708,781681,"1691"
2006,1,.43,2.59935,"218A",713209,789268,"1693"
2010,1,.73,7.21597,"218A",715426,788557,"1670"
2007,1,.3,3.22434,"218A",713148,788837,"1693"
2005,2,.06,.14653,"218A",712760,789234,"1703"
2006,1,.48,3.47272,"218A",712456,790239,"1684"
2008,2,.6,3.3954,"218A",714875,787328,"1712"
2007,1,.84,9.81147,"218A",714670,787631,"1714"
2006,2,.75,.135334,"218A",711497,790638,"1523"
2009,2,.2,.187543,"218A",715795,787450,"1725"
2008,2,.5,1.74952,"218A",716065,786903,"1701"
2008,2,.39,1.76963,"218A",716413,788011,"1546"
2005,1,.3,2.55604,"218A",714265,789723,"1634"
2006,2,.2,1.47569,"218A",713735,787774,"1719"
2010,1,.4,3.56722,"218A",716892,785134,"1737"
2008,2,.5,.812404,"218A",717486,784743,"1744"
2002,2,.5,1.30354,"218A",714398,782294,"1753"
2003,2,.1,.290524,"218A",714739,781717,"1753"
2002,1,.6,9.76116,"218A",718423,781928,"1764"
2009,2,.39,.581717,"218A",717031,784043,"1768"
2009,1,.5,3.29526,"218A",717341,784475,"1744"
2002,2,.3,.461135,"218A",725111,783265,"1813"
2003,2,.2,.485921,"218A",725501,783685,"1813"
2002,1,.7,6.13999,"218A",725886,783215,"1851"
2008,2,.25,.222887,"218A",705441,776173,"1520"
2008,1,.18,.537705,"218A",705804,777097,"1663"
2008,1,.3,.996349,"218A",704798,775490,"1470"
2008,1,.64,2.01922,"218A",706290,775522,"1507"
2006,2,.5,2.37937,"218A",707110,775400,"1521"
2009,1,3.11,30.3434,"218A",707021,775615,"1521"
2010,2,1.78,.224205,"218A",709071,779176,"1719"
2009,1,.72,3.32699,"218A",707910,776224,"1613"
2002,1,.3,.71036,"218A",710286,776973,"1689"
2003,2,.4,.950295,"218A",715806,779615,"1750"
2004,1,.3,3.48753,"218A",716805,778350,"1761"
2002,2,.1,.173828,"218A",711205,777520,"1674"
2003,1,.5,9.65989,"218A",716130,777494,"1746"
2003,2,.2,1.72404,"218A",715958,778212,"1756"
2004,1,.2,2.75495,"218A",719766,779220,"1761"
2002,2,.3,.358464,"218A",720728,779600,"1764"
2002,1,1.9,27.4795,"218A",721246,780474,"1762"
2002,1,.4,5.26357,"218A",722536,775215,"1750"
2003,2,.15,1.42268,"218A",724238,776301,"1789"
2008,2,.5,.153757,"218A",724346,776566,"1789"
2003,1,.9,11.4786,"218A",723660,775962,"1777"
2004,1,.8,6.50522,"218A",722860,775632,"1750"
2010,2,.3,2.30128,"218A",725542,778389,"1856"
2008,2,.46,6.74225,"218A",727556,778358,"1861"
2009,2,.6,.576406,"218A",727071,778036,"1861"
2008,1,.33,1.42023,"218A",704438,776566,"1463"
2009,1,.78,.632188,"218A",704212,775985,"1463"
2008,1,.3,.818777,"218A",708139,775324,"1550"
2002,2,.4,.784958,"218A",710927,792329,"1414"
2007,1,.54,6.63429,"218A",713158,791543,"1522"
2006,2,.8,8.43571,"218A",713878,791296,"1434"
2005,1,.2,2.25726,"112B",700380,793435,"1433"
2007,2,.2,.127582,"112B",700837,793042,"1593"
2009,2,.57,.163078,"112B",702989,793674,"1231"
2004,2,.6,.328869,"112B",700103,791749,"1668"
2008,1,.73,11.7131,"218A",704121,791952,"1531"
2007,1,.2,.265988,"218A",704101,792029,"1531"
2007,2,.5,2.38872,"218A",705180,791827,"1446"
2005,1,.6,2.38459,"218A",706813,791356,"1518"
2004,2,.3,.112878,"218A",707154,789848,"1709"
2003,1,.4,8.56045,"218A",710024,791998,"1505"
2003,1,.3,4.68131,"218A",709534,793063,"1343"
2004,1,.8,11.8984,"218A",707528,793315,"1516"
2005,1,.3,5.32065,"218A",705692,788480,"1734"
2009,1,.47,.827417,"218A",708928,781831,"1693"
2010,2,.7,4.16644,"218A",707329,779904,"1724"
2008,2,.65,.249638,"218A",705743,779782,"1721"
2010,1,.44,3.12959,"218A",705719,780415,"1721"
2007,2,.29,.7752,"218A",706870,787287,"1730"
2005,1,.5,1.94485,"218A",708593,788985,"1624"
2006,2,.3,5.11246,"218A",715711,788643,"1546"
2005,2,.45,.349654,"218A",715214,789988,"1467"
2009,1,.2,.252212,"218A",714833,787020,"1712"
2010,1,.3,6.04904,"218A",715309,786530,"1676"
2009,1,.69,2.87106,"218A",716300,786470,"1701"
2010,2,.32,.925308,"218A",716877,788365,"1500"
2008,1,.92,11.4886,"218A",713310,790774,"1522"
2007,2,.11,.600461,"218A",713642,790769,"1522"
2009,1,.84,4.35282,"218A",716506,785847,"1750"
2004,1,.4,1.39922,"218A",717874,781242,"1769"
2003,2,.6,2.10082,"218A",717067,781318,"1758"
2002,2,.6,.554643,"218A",716892,781934,"1767"
2010,1,.6,11.0947,"218A",717522,786259,"1696"
2010,2,.58,.546531,"218A",718274,785859,"1721"
2002,1,.3,5.31654,"218A",724025,783779,"1801"
2008,1,.74,5.1354,"218A",705371,776784,"1520"
2008,2,1.3,1.66848,"218A",705034,775682,"1470"
2007,2,.3,.734458,"218A",704927,775008,"1470"
2008,2,.3,.063323,"218A",707553,776244,"1613"
2007,2,.5,.114519,"218A",707847,775904,"1613"
2002,1,.2,2.09064,"218A",718249,780430,"1750"
2003,2,.8,5.40261,"218A",718443,778190,"1759"
2003,1,.5,7.07726,"218A",719279,777988,"1761"
2002,1,.8,9.54613,"218A",717565,777628,"1740"
2007,2,.23,.579191,"218A",704534,776228,"1463"
2008,1,.3,1.89114,"112B",701463,792964,"1599"
2008,1,.47,7.08664,"218A",714189,787974,"1700"
2004,2,.2,1.84542,"218A",712984,789213,"1693"
2007,2,.71,6.42692,"218A",714222,788782,"1685"
2004,2,.3,3.05602,"218A",713776,789754,"1667"
2003,1,.3,8.45109,"218A",724943,783505,"1808"
2008,2,.4,.820852,"218A",709508,782281,"1691"
2008,1,.58,5.90372,"218A",705026,789318,"1725"
2008,1,.45,7.17315,"218A",714355,788648,"1700"
2010,2,.4,.277703,"218A",716358,783888,"1732"
2009,2,.18,.078795,"218A",716745,786629,"1696"
2010,1,.13,.243696,"218A",716478,786621,"1701"
2008,1,.27,3.21451,"218A",712462,787968,"1675"
2009,1,.67,7.46594,"218A",716243,787546,"1725"
2009,2,.72,2.94128,"218A",707098,780173,"1724"
2008,1,1.4,2.54558,"218A",706955,775971,"1601"
2008,2,.32,.275321,"218A",717352,785666,"1737"
2008,2,.7,.521964,"218A",707418,775977,"1613"
2010,1,.6,2.28348,"218A",728285,778381,"1887"
2006,2,.34,1.44303,"218A",721685,806795,"1481"
2007,1,.3,8.7695,"218A",722383,805252,"1474"
2006,2,.25,.238324,"218A",721904,805676,"1447"
2007,2,.35,3.51791,"218A",721770,804860,"1409"
2005,1,.2,5.05998,"218A",723188,804331,"1513"
2008,1,.31,3.24285,"218A",725104,803137,"1531"
2006,1,.11,2.79374,"218A",723255,806584,"1448"
2006,2,.42,1.87835,"218A",724758,803766,"1535"
2005,1,.1,1.86244,"218A",726043,803612,"1515"
2006,1,.3,5.6915,"218A",725356,805410,"1471"
2002,1,.2,4.93359,"217A",727961,805498,"1520"
2003,2,.5,.345893,"217A",728506,808025,"1488"
2002,2,.2,.279387,"217A",725767,808461,"1430"
2007,1,.1,1.62261,"217A",725769,807221,"1442"
2005,2,.4,1.13314,"217A",723906,809224,"1405"
2003,1,1,5.6909,"217A",728910,807619,"1458"
2008,1,.38,.668582,"217A",731410,804344,"1546"
2010,2,.28,1.37769,"218A",726791,801139,"1610"
2009,2,.7,.649817,"218A",729017,798222,"1726"
2008,2,.6,.727591,"218A",728409,799019,"1651"
2010,1,.18,.809738,"218A",729279,799638,"1680"
2010,2,.39,.445474,"218A",728012,798249,"1670"
2008,2,.43,1.1989,"218A",725990,799538,"1644"
2009,2,1,.574669,"218A",725766,799769,"1548"
2010,1,1.3,22.1266,"218A",725596,800839,"1533"
2005,1,.5,2.50231,"218A",725856,800823,"1533"
2004,2,.3,2.46478,"218A",726238,801278,"1610"
2007,2,.26,.367878,"218A",725507,803239,"1531"
2010,1,.41,7.91197,"218A",727285,799292,"1632"
2010,2,.4,.186108,"218A",728564,800258,"1639"
2007,2,.9,.69213,"218A",730354,799900,"1664"
2008,2,.47,1.2245,"218A",729371,800573,"1646"
2002,1,1.7,7.59122,"217A",733420,802416,"1758"
2003,2,.6,1.07015,"217A",732360,802184,"1597"
2006,2,1.1,4.78511,"218A",731217,800312,"1706"
2003,2,.8,3.79308,"217A",732468,800023,"1772"
2009,2,.5,5.97175,"218A",730159,799695,"1720"
2006,1,.07,.200244,"218A",729975,798856,"1778"
2007,1,1,11.178,"218A",729883,797451,"1838"
2005,1,.8,4.58708,"218A",731537,795088,"1886"
2006,1,.1,.693434,"218A",728243,795616,"1787"
2006,2,.4,.578071,"217A",732916,798916,"1841"
2005,1,.3,.661131,"217A",732308,798240,"1711"
2003,1,.7,12.3066,"217A",735550,802167,"1905"
2002,1,.2,2.13292,"217A",734592,800862,"1905"
2005,1,1,6.82659,"218A",731164,798576,"1710"
2007,1,1,6.9956,"218A",731386,798195,"1710"
2005,1,.4,3.34677,"218A",731506,797382,"1689"
2004,2,.35,.968672,"217A",732072,797751,"1689"
2007,1,1.1,16.707,"218A",720628,806997,"1456"
2008,1,.5,6.18629,"218A",722061,807379,"1387"
2006,2,1.35,8.0729,"218A",725115,801953,"1546"
2004,2,1,1.87609,"218A",724211,802785,"1542"
2006,1,.2,2.50126,"218A",723218,803315,"1476"
2005,2,.1,.573765,"218A",723106,804997,"1474"
