log_y_lote,region
1.119042,"3A"
1.657876,"3A"
1.765809,"3A"
1.765809,"3A"
2.152873,"3A"
.3768461,"3A"
1.396836,"3A"
1.40087,"3A"
.5479596,"3A"
.8753896,"3A"
1.391339,"3A"
.1376467,"3A"
-.29368,"3A"
-.5250818,"3A"
-3.430554,"3A"
-2.562302,"3A"
1.78862,"3A"
-4.686706,"3A"
1.538395,"3A"
2.168089,"3A"
-.2338823,"3A"
-.781004,"3A"
-4.810843,"3A"
2.507801,"3A"
3.177424,"3A"
-.1625531,"3A"
.7828508,"3A"
1.153959,"3A"
-3.642454,"3A"
-2.236161,"3A"
.9115114,"3A"
-5.170276,"3A"
1.744498,"3A"
.8088303,"3A"
.8426226,"3A"
3.568197,"3A"
1.939317,"3A"
-.9802215,"3A"
-4.491752,"3A"
.69528,"3A"
1.955422,"3A"
-2.257966,"3A"
-2.463705,"3A"
-.6534381,"3A"
.8717493,"3A"
-2.908326,"3A"
.1844942,"3A"
-.602349,"3A"
-.2039931,"3A"
-.5929888,"3A"
-1.479867,"3A"
.4115267,"3A"
2.485815,"3A"
.6900173,"3A"
1.131273,"3A"
-1.001184,"3A"
.2157079,"3A"
.1130876,"3A"
.2787901,"3A"
1.960544,"3A"
.9142166,"3A"
-1.003599,"3A"
1.102286,"3A"
-.1084375,"3A"
1.11546,"3A"
.5637558,"3A"
1.370945,"3A"
.0648978,"3A"
2.539986,"3A"
1.083851,"3A"
1.369946,"3A"
.6058394,"3A"
.3911363,"3A"
-.0754771,"3A"
-.3326543,"3A"
1.302426,"3A"
.3697965,"3A"
1.340394,"3A"
.3971573,"3A"
1.454194,"3A"
1.439195,"3A"
.1103421,"3A"
-.2137676,"3A"
.9369831,"3A"
1.282422,"3A"
.3603422,"3A"
-.4198536,"3A"
2.118524,"3A"
.5682923,"3A"
-3.555923,"3A"
-.2120961,"3A"
-.6894261,"3A"
2.002018,"3A"
-.3365614,"3A"
.4425939,"3A"
.3167796,"3A"
-1.837971,"3A"
1.449649,"3A"
-.7726429,"3A"
2.215277,"3A"
-2.478249,"3A"
-.2196048,"3A"
1.604801,"3A"
-2.413249,"3A"
-2.980509,"3A"
-1.030473,"3A"
1.068479,"3A"
.9735855,"3A"
-1.188218,"3A"
-3.036325,"3A"
.7332233,"3A"
-.7420812,"3A"
2.610018,"3A"
-2.515902,"3A"
-.0628695,"3A"
-4.95331,"3A"
2.993339,"3A"
-1.982431,"3A"
1.369568,"3A"
1.946279,"3A"
-3.261783,"3A"
1.81965,"3A"
-3.101182,"3A"
-.3231421,"3A"
-.0986928,"3A"
-.4004821,"3A"
2.345281,"3A"
1.804873,"3A"
2.143997,"3A"
-.4525394,"3A"
.7472944,"3A"
1.297802,"3A"
-1.480148,"3A"
-.6528137,"3A"
-1.100265,"3A"
2.050669,"3A"
2.648661,"3A"
1.307184,"3A"
-.4149307,"3A"
-.0565439,"3A"
-2.216802,"3A"
1.852753,"3A"
.3310792,"3A"
2.163386,"3A"
-.0719343,"3A"
.5187581,"3A"
-.7349946,"3A"
-.770052,"3A"
-1.130487,"3A"
.7233417,"3A"
1.462656,"3A"
.3940266,"3A"
.5855174,"3A"
1.364488,"3A"
-1.850275,"3A"
.6408587,"3A"
-.2689833,"3A"
-.6100568,"3A"
-1.401652,"3A"
1.992558,"3A"
-2.327452,"3A"
-.2683959,"3A"
-1.409444,"3A"
-2.080987,"3A"
.8412697,"3A"
-2.041037,"3A"
1.78162,"3A"
.2062334,"3A"
1.492882,"3A"
-5.514734,"3A"
-4.090611,"3A"
.3088955,"3A"
-4.525897,"3A"
-1.838556,"3A"
-.7191421,"3A"
-3.882901,"3A"
-1.901315,"3A"
-1.187263,"3A"
.9155905,"3A"
.4127121,"3A"
-4.967288,"3A"
-1.04498,"3A"
-5.438039,"3A"
.1167603,"3A"
-4.655937,"3A"
.2195611,"3A"
-.4145023,"3A"
-.1412548,"3A"
-.7864057,"3A"
.7894115,"3A"
.1760017,"3A"
-.6305686,"3A"
1.367402,"3A"
-2.800198,"3A"
1.506526,"3A"
-.2881142,"3A"
-.3423805,"3A"
-.1992525,"3A"
1.948086,"3A"
1.655375,"3A"
.8722845,"3A"
-.451862,"3A"
.1892723,"3A"
-.4331118,"3A"
2.465673,"3A"
.4269135,"3A"
.4002984,"3A"
-1.425443,"3A"
-.6644509,"3A"
-.3826391,"3A"
.6249807,"3A"
-1.623146,"3A"
-.5355931,"3A"
-.6990365,"3A"
2.453648,"3A"
.320096,"3A"
1.748121,"3A"
-3.499748,"3A"
3.417563,"3A"
-3.056162,"3A"
-2.973795,"3A"
.1691435,"3A"
-.5239176,"3A"
.3820395,"3A"
.9371399,"3A"
-.4982122,"3A"
1.508005,"3A"
.7113456,"3A"
1.803451,"3A"
-2.199956,"3A"
-2.652029,"3A"
-3.458371,"3A"
.6579707,"3A"
-2.072903,"3A"
-1.044002,"3A"
1.119401,"3A"
.7620388,"3A"
-.5861259,"3A"
-.6798025,"3A"
.1972348,"3A"
-.3682344,"3A"
-.7478737,"3A"
-.1385497,"3A"
2.755137,"3A"
2.011512,"3A"
2.225363,"3A"
-.5812302,"3A"
-1.712695,"3A"
-2.791731,"3A"
3.325691,"3A"
.5873366,"3A"
1.887498,"3A"
1.76232,"3A"
.2039933,"3A"
-3.921871,"3A"
-1.715821,"3A"
-.1870913,"3A"
-5.269341,"3A"
-3.232772,"3A"
-.0567365,"3A"
-1.487455,"3A"
2.324562,"3A"
.6273812,"3A"
-2.641645,"3A"
.8131721,"3A"
-.8216808,"3A"
-4.671951,"3A"
2.320759,"3A"
.9354814,"3A"
.9354814,"3A"
.5696114,"3A"
1.607247,"3A"
-.5286468,"3A"
-1.207322,"3A"
-.3885387,"3A"
-2.137698,"3A"
-2.137698,"3A"
-1.069337,"3A"
1.568326,"3A"
2.327151,"3A"
-.2421862,"3A"
-1.060069,"3A"
-.3158347,"3A"
-1.903782,"3A"
-.4234254,"3A"
-.2257156,"3A"
1.70281,"3A"
2.888052,"3A"
1.332477,"3A"
.2352144,"3A"
-2.910124,"3A"
-4.716773,"3A"
-2.374436,"3A"
-5.536067,"3A"
.2439496,"3A"
1.716704,"3A"
-2.547412,"3A"
-2.300627,"3A"
3.629615,"3A"
-3.28107,"3A"
-3.728744,"3A"
-.6921358,"3A"
.888677,"3A"
2.609525,"3A"
1.669209,"3A"
1.854255,"3A"
-.7382784,"3A"
3.563764,"3A"
3.916384,"3A"
-.5259292,"3A"
.4089125,"3A"
1.151809,"3A"
-1.251459,"3A"
.4500878,"3A"
1.298446,"3A"
.9623762,"3A"
-2.77024,"3A"
.0376136,"3A"
3.135916,"3A"
-3.882901,"3A"
2.041722,"3A"
-4.441182,"3A"
-1.059365,"3A"
2.980527,"3A"
2.633399,"3A"
-4.155943,"3A"
-3.4818,"3A"
.0938181,"3A"
.6699912,"3A"
-.9863994,"3A"
-3.404362,"3A"
-4.164081,"3A"
2.871557,"3A"
-4.498111,"3A"
2.285678,"3A"
2.285678,"3A"
-1.879549,"3A"
3.795318,"3A"
1.442696,"3A"
-.8049663,"3A"
-2.251217,"3A"
-1.83701,"3A"
.8419249,"3A"
2.263584,"3A"
-2.521774,"3A"
2.469852,"3A"
2.409195,"3A"
-8.088663,"3A"
4.185744,"3A"
-5.408132,"3A"
1.113438,"3A"
.4800158,"3A"
1.434696,"3A"
1.531158,"3A"
1.141946,"3A"
2.147194,"3A"
1.671199,"3A"
1.572415,"3A"
-3.141868,"3A"
-1.481537,"3A"
3.407011,"3A"
-3.986854,"3A"
-1.606398,"3A"
-2.735216,"3A"
1.562038,"3A"
-.5215648,"3A"
-2.023386,"3A"
1.099429,"3A"
.5957824,"3A"
2.168056,"3A"
-.1232654,"3A"
.075942,"3A"
1.536478,"3A"
1.084564,"3A"
-2.67677,"3A"
.1847436,"3A"
-.2712682,"3A"
2.071935,"3A"
-1.200565,"3A"
-.4711563,"3A"
-.3455457,"3A"
.0884686,"3A"
-1.439598,"3A"
-.8159975,"3A"
-.2201032,"3A"
-.7264372,"3A"
.6331105,"3A"
.702944,"3A"
1.501378,"3A"
1.025342,"3A"
-.1217621,"3A"
2.855999,"3A"
.843733,"3A"
-.5876202,"3A"
-.5930919,"3A"
2.121745,"3A"
.3550767,"3A"
1.475564,"3A"
2.093359,"3A"
-.9329665,"3A"
1.385969,"3A"
1.185255,"3A"
-.3121988,"3A"
1.582866,"3A"
1.495853,"3A"
-1.180393,"3A"
-3.2258,"3A"
3.070594,"3A"
.6759756,"3A"
-.3616745,"3A"
-1.910496,"3A"
.8019971,"3A"
-1.061556,"3A"
1.53144,"3A"
-.6633767,"3A"
-1.184363,"3A"
-1.768094,"3A"
-3.40352,"3A"
-2.371292,"3A"
-1.371343,"3A"
-2.03349,"3A"
1.386362,"3A"
-3.46753,"3A"
1.739862,"3A"
.0106431,"3A"
-.2134631,"3A"
-.4203498,"3A"
-.730112,"3A"
1.740175,"3A"
.8306936,"3A"
1.53864,"3A"
-1.217267,"3A"
-.362387,"3A"
-.6053177,"3A"
.3501145,"3A"
-.9533775,"3A"
.5653195,"3A"
-4.850687,"3A"
-1.466954,"3A"
-.8568009,"3A"
-2.590481,"3A"
-.6618675,"3A"
-.0975621,"3A"
-3.78319,"3A"
1.24769,"3A"
2.525705,"3A"
-1.822693,"3A"
-3.199269,"3A"
-3.473349,"3A"
1.618859,"3A"
.967117,"3A"
2.831594,"3A"
-3.684529,"3A"
2.38539,"3A"
1.96669,"3A"
.7795312,"3A"
-3.055164,"3A"
1.923537,"3A"
-2.549138,"3A"
-3.715347,"3A"
2.193227,"3A"
-.6363038,"3A"
1.827704,"3A"
2.001885,"3A"
-3.436814,"3A"
.8942864,"3A"
1.204512,"3A"
-1.579709,"3A"
.7594544,"3A"
-.7817992,"3A"
-1.759046,"3A"
.3642958,"3A"
-.6772444,"3A"
1.91764,"3A"
-3.852104,"3A"
-1.918017,"3A"
1.645,"3A"
-.5896542,"3A"
-.8580902,"3A"
-.7249,"3A"
2.249037,"3A"
1.278063,"3A"
1.278063,"3A"
-2.552522,"3A"
-1.300509,"3A"
-1.390604,"3A"
-.2996049,"3A"
1.569661,"3A"
-.8071561,"3A"
.8757687,"3A"
.7710939,"3A"
-.1624248,"3A"
-2.179775,"3A"
-1.427012,"3A"
1.395271,"3A"
-1.568675,"3A"
1.060183,"3A"
2.319265,"3A"
1.704852,"3A"
1.233577,"3A"
-.3040961,"3A"
.8349202,"3A"
-2.541807,"3A"
-3.777536,"3A"
1.422047,"3A"
.0263205,"3A"
1.525917,"3A"
1.57152,"3A"
-.4219802,"3A"
1.427847,"3A"
2.308507,"3A"
1.685506,"3A"
.8125955,"3A"
-.2486434,"3A"
1.438635,"3A"
-.6824249,"3A"
.446799,"3A"
1.013051,"3A"
.4061916,"3A"
2.364028,"3A"
-.2589482,"3A"
-.5091137,"3A"
.5636192,"3A"
-1.850224,"3A"
2.319393,"3A"
.6158341,"3A"
3.180941,"3A"
.2405983,"3A"
2.618279,"3A"
2.618279,"3A"
1.662626,"3A"
3.157222,"3A"
.6082917,"3A"
1.373533,"3A"
1.899012,"3A"
-1.904191,"3A"
.8725854,"3A"
1.97666,"3A"
-.3677806,"3A"
-2.886914,"3A"
.0794209,"3A"
1.754501,"3A"
-2.898479,"3A"
2.738146,"3A"
.2479845,"3A"
-.0608164,"3A"
-3.080528,"3A"
.8026426,"3A"
.7152267,"3A"
1.926295,"3A"
-2.445371,"3A"
2.016029,"3A"
3.143842,"3A"
.4520433,"3A"
.1936571,"3A"
.5219317,"3A"
-3.473833,"3A"
-1.253829,"3A"
-2.488867,"3A"
3.528969,"3A"
1.651044,"3A"
2.33055,"3A"
-1.801846,"3A"
-1.739609,"3A"
2.536241,"3A"
-1.87592,"3A"
1.017294,"3A"
-4.959419,"3A"
-1.996543,"3A"
2.846478,"3A"
1.513832,"3A"
1.265902,"3A"
.3669806,"3A"
-.678844,"3A"
3.070023,"3A"
1.413233,"3A"
1.787495,"3A"
2.884979,"3A"
-.2191727,"3A"
1.08936,"3A"
-.4293824,"3A"
1.478545,"3A"
1.255311,"3A"
2.090211,"3A"
.1901409,"3A"
-1.693015,"3A"
-.6455959,"3A"
.9082182,"3A"
2.522836,"3A"
.4476558,"3A"
-2.303776,"3A"
.9056705,"3A"
-.2411688,"3A"
-3.428456,"3A"
-3.66037,"3A"
-4.105911,"3A"
.7342123,"3A"
2.37747,"3A"
-5.333323,"3A"
1.278779,"3A"
-.1494993,"3A"
1.491557,"3A"
.1949005,"3A"
2.311059,"3A"
2.864512,"3A"
2.9211,"3A"
-3.803348,"3A"
-5.389775,"3A"
1.899775,"3A"
-4.981465,"3A"
1.301123,"3A"
3.321378,"3A"
.2455858,"3A"
-.5854899,"3A"
.427631,"3A"
4.577249,"3A"
1.833718,"3A"
-3.056119,"3A"
3.307,"3A"
-2.908784,"3A"
.9387956,"3A"
.0942277,"3A"
1.285518,"3A"
1.882051,"3A"
.9017779,"3A"
1.043572,"3A"
1.222949,"3A"
-.9199023,"3A"
1.843784,"3A"
3.051734,"3A"
2.413115,"3A"
-2.146761,"3A"
3.231887,"3A"
3.839362,"3A"
-.825356,"3A"
2.264362,"3A"
1.122335,"3A"
-.4744647,"3A"
-2.678778,"3A"
1.377851,"3A"
2.485323,"3A"
3.765292,"3A"
.8942618,"3A"
1.613685,"3A"
-.5924624,"3A"
2.42597,"3A"
-.8484638,"3A"
-4.729487,"3A"
1.723545,"3A"
1.707992,"3A"
-4.368361,"3A"
-2.076247,"3A"
2.36384,"3A"
-.5712216,"3A"
1.053716,"3A"
-2.900077,"3A"
.228338,"3A"
-3.678533,"3A"
-.4273565,"3A"
5.528973,"3A"
4.205373,"3A"
2.173238,"3A"
2.298887,"3A"
-3.164269,"3A"
-4.80643,"3A"
-3.491538,"3A"
-4.491663,"3A"
-3.846376,"3A"
-1.090385,"3A"
2.198246,"3A"
-2.012127,"3A"
-1.065307,"3A"
3.831704,"3A"
2.088583,"3A"
2.088583,"3A"
.3249128,"3A"
-5.347718,"3A"
2.401181,"3A"
.1511576,"3A"
2.643071,"3A"
1.879505,"3A"
3.987696,"3A"
3.35138,"3A"
4.358058,"3A"
1.816086,"3A"
-4.085722,"3A"
.7029391,"3A"
2.522764,"3A"
1.987511,"3A"
2.150117,"3A"
1.744834,"3A"
-.7814714,"3A"
-1.066794,"3A"
1.612441,"3A"
-.3664525,"3A"
-.7534409,"3A"
-1.107354,"3A"
-2.185086,"3A"
.6555751,"3A"
-.2892152,"3A"
-2.425646,"3A"
1.451159,"3A"
.5190973,"3A"
-4.143451,"3A"
-.1478703,"3A"
1.745141,"3A"
-1.104994,"3A"
-1.415838,"3A"
-2.127657,"3A"
-1.866087,"3A"
-.0470749,"3A"
.159522,"3A"
.2289347,"3A"
.7428797,"3A"
1.20761,"3A"
-.4009822,"3A"
.4858463,"3A"
1.421999,"3A"
.3947883,"3A"
.2363677,"3A"
-.5676059,"3A"
.9388112,"3A"
1.49349,"3A"
.4724381,"3A"
1.804003,"3A"
-.4815662,"3A"
1.117961,"3A"
.4588289,"3A"
.2601773,"3A"
-.65364,"3A"
-5.139947,"3A"
-2.461042,"3A"
2.550398,"3A"
.5024769,"3A"
1.718576,"3A"
-.5919815,"3A"
2.445733,"3A"
.5911255,"3A"
.0957283,"3A"
-2.784596,"3A"
.9689401,"3A"
.5318216,"3A"
.6970894,"3A"
-1.639181,"3A"
-1.890575,"3A"
.2273507,"3A"
1.459996,"3A"
-.7274261,"3A"
.9101117,"3A"
-2.179907,"3A"
-4.838616,"3A"
-.5125704,"3A"
-.2189748,"3A"
-5.199559,"3A"
.8005565,"3A"
-2.51956,"3A"
-3.663251,"3A"
-3.994155,"3A"
1.936209,"3A"
3.130914,"3A"
1.876139,"3A"
2.556196,"3A"
.48366,"3A"
-.5911774,"3A"
3.759683,"3A"
2.802057,"3A"
1.739234,"3A"
1.727537,"3A"
2.532545,"3A"
-2.475392,"3A"
2.776687,"3A"
.3962629,"3A"
2.092294,"3A"
-1.678081,"3A"
-3.174309,"3A"
-3.612882,"3A"
-.5600754,"3A"
-5.071023,"3A"
-2.918123,"3A"
.5338817,"3A"
-3.872178,"3A"
1.943736,"3A"
1.046986,"3A"
.9454883,"3A"
-.8599151,"3A"
2.817765,"3A"
1.714218,"3A"
.17105,"3A"
-2.72068,"3A"
1.129704,"3A"
1.581238,"3A"
-2.240775,"3A"
-.0406158,"3A"
1.474349,"3A"
-2.981179,"3A"
-3.66614,"3A"
1.071806,"3A"
-4.486676,"3A"
-1.859426,"3A"
1.77737,"3A"
2.304623,"3A"
-2.833664,"3A"
-1.034267,"3A"
1.746415,"3A"
1.74728,"3A"
1.236962,"3A"
1.103597,"3A"
.2317544,"3A"
.9033757,"3A"
-2.517736,"3A"
-1.452409,"3A"
-.790059,"3A"
-2.697689,"3A"
-2.043665,"3A"
1.186812,"3A"
-2.617077,"3A"
.9040238,"3A"
.3126039,"3A"
1.458189,"2B"
3.294002,"2B"
1.695986,"2B"
2.867933,"2B"
2.698612,"2B"
3.115389,"2B"
3.133745,"2B"
4.358839,"2B"
2.205944,"2B"
1.325612,"2B"
1.314992,"2B"
1.433125,"2B"
.9409638,"2B"
1.918364,"2B"
2.655514,"2B"
2.583658,"2B"
2.482805,"2B"
1.424286,"2B"
1.184386,"2B"
2.698633,"2B"
1.340332,"2B"
1.326475,"2B"
2.131341,"2B"
2.39973,"2B"
2.603186,"2B"
4.068449,"2B"
2.325588,"2B"
2.786522,"2B"
1.600667,"2B"
1.188356,"2B"
2.865869,"2B"
-.264798,"2B"
2.546926,"2B"
1.179768,"2B"
1.818573,"2B"
2.484865,"2B"
2.220626,"2B"
1.503448,"2B"
2.2479,"2B"
.3385344,"2B"
1.745173,"2B"
.5649103,"2B"
3.056183,"2B"
2.531074,"2B"
2.718265,"2B"
1.355729,"2B"
3.96214,"2B"
1.017995,"2B"
.8440641,"2B"
2.427613,"2B"
2.288899,"2B"
2.810005,"2B"
1.808463,"2B"
3.383783,"2B"
.9858503,"2B"
2.724048,"2B"
3.148852,"2B"
2.261313,"2B"
2.52209,"2B"
.5041333,"2B"
.1558493,"2B"
2.261071,"2B"
2.813545,"2B"
.1978832,"2B"
1.478372,"2B"
1.364516,"2B"
.1034767,"2B"
5.273456,"2B"
4.228076,"2B"
-1.068004,"2B"
1.869603,"2B"
2.670348,"2B"
2.996252,"2B"
.3704043,"2B"
3.835442,"2B"
2.061947,"2B"
1.739392,"2B"
3.485195,"2B"
2.020811,"2B"
1.568793,"2B"
.6427219,"2B"
.7550697,"2B"
3.597269,"2B"
1.183358,"2B"
.0296074,"2B"
1.660882,"2B"
2.587779,"2B"
.0683874,"2B"
2.428371,"2B"
2.228014,"2B"
3.447757,"2B"
1.672739,"2B"
2.896464,"2B"
2.489231,"2B"
.2816539,"2B"
2.235187,"2B"
2.766237,"2B"
1.530247,"2B"
1.315335,"2B"
2.263743,"2B"
1.403107,"2B"
.118929,"2B"
2.351509,"2B"
1.104813,"2B"
.461234,"2B"
1.269387,"2B"
.4821915,"2B"
3.577942,"2B"
2.781685,"2B"
.1990311,"2B"
1.565904,"2B"
-1.493612,"2B"
1.946112,"2B"
-.4327603,"2B"
1.034148,"2B"
2.009429,"2B"
.4376612,"2B"
1.736994,"2B"
2.841707,"2B"
1.756208,"2B"
.5086473,"2B"
2.579967,"2B"
.1269762,"2B"
.8171774,"2B"
-.3267584,"2B"
-.9272227,"2B"
1.342105,"2B"
1.246449,"2B"
-.358448,"2B"
3.439613,"2B"
2.088061,"2B"
2.866972,"2B"
4.418072,"2B"
.2980655,"2B"
3.476429,"2B"
.9759247,"2B"
1.61464,"2B"
2.774886,"2B"
1.871653,"2B"
.5558085,"2B"
.7678975,"2B"
1.883909,"2B"
1.184662,"2B"
2.490466,"2B"
1.326213,"2B"
-.5236593,"2B"
2.319039,"2B"
2.161843,"2B"
1.535996,"2B"
.7393197,"2B"
2.855533,"2B"
3.034232,"2B"
2.305122,"2B"
2.949196,"2B"
1.309934,"2B"
.1124891,"2B"
2.893655,"2B"
.512632,"2B"
.8500911,"2B"
1.421442,"2B"
2.228028,"2B"
3.028122,"2B"
-.3492838,"2B"
-.0088076,"2B"
3.183684,"2B"
.6716324,"2B"
1.245367,"2B"
3.070283,"2B"
2.649927,"2B"
2.115553,"2B"
.515228,"2B"
-.3936872,"2B"
.2564236,"2B"
1.781428,"2B"
2.930356,"2B"
.3747516,"2B"
1.766838,"2B"
3.114905,"2B"
1.478757,"2B"
1.949702,"2B"
1.512332,"2B"
1.337007,"2B"
2.497971,"2B"
2.359258,"2B"
1.879543,"2B"
.836013,"2B"
.5917786,"2B"
1.495967,"2B"
-1.33562,"2B"
.2427265,"2B"
2.341633,"2B"
3.494357,"2B"
1.438567,"2B"
.4628216,"2B"
2.977996,"2B"
1.626094,"2B"
2.175866,"2B"
-.2168211,"2B"
1.309538,"2B"
.2847578,"2B"
-.4737611,"2B"
-.5994765,"2B"
.5682527,"2B"
2.11954,"2B"
1.485216,"2B"
.2015439,"2B"
.4200713,"2B"
-.7126807,"2B"
2.346449,"2B"
-1.008686,"2B"
2.075629,"2B"
2.221966,"2B"
2.26975,"2B"
1.236201,"2B"
1.194004,"2B"
.6741122,"2B"
.7749345,"2B"
1.114601,"2B"
.1716987,"2B"
2.263469,"2B"
1.052526,"2B"
1.354971,"2B"
3.853215,"2B"
2.661126,"2B"
1.121713,"2B"
2.503606,"2B"
.955946,"2B"
2.383381,"2B"
-.3218816,"2B"
1.257938,"2B"
-.0806191,"2B"
2.55962,"2B"
2.76274,"2B"
3.099209,"2B"
2.620253,"2B"
1.599371,"2B"
2.39983,"2B"
1.605482,"2B"
1.991191,"2B"
.8805683,"2B"
1.717937,"2B"
.8748602,"2B"
.8221251,"2B"
1.506774,"2B"
.3152778,"2B"
.0683219,"2B"
3.151924,"2B"
1.926634,"2B"
1.017861,"2B"
.8975196,"2B"
2.834207,"2B"
.7400403,"2B"
2.330268,"2B"
1.013777,"2B"
.6831979,"2B"
.0033444,"2B"
-.7243407,"2B"
-1.254628,"2B"
1.180168,"2B"
1.288006,"2B"
2.25796,"2B"
1.256675,"2B"
.1917271,"2B"
3.073526,"2B"
2.115637,"2B"
1.342489,"3A"
.5865971,"3A"
3.70584,"3A"
-3.680277,"3A"
-2.12392,"3A"
-1.462126,"3A"
2.180391,"3A"
2.527567,"3A"
1.644336,"3A"
1.931997,"3A"
.3003787,"3A"
2.442443,"3A"
3.74364,"3A"
3.451659,"3A"
3.687306,"3A"
-.8246395,"3A"
-.1152111,"3A"
-.3239658,"3A"
-2.105572,"3A"
.6928172,"3A"
.477854,"3A"
1.672035,"3A"
-.2693616,"3A"
-.3709709,"3A"
.1050264,"3A"
2.133179,"3A"
2.603067,"3A"
4.403086,"3A"
1.365201,"3A"
1.430861,"3A"
3.521132,"3A"
.7786091,"3A"
-.5352737,"3A"
.5789701,"3A"
3.219651,"3A"
-1.466915,"3A"
1.302032,"3A"
1.373146,"3A"
.6707994,"3A"
.6919565,"3A"
3.320996,"3A"
-.6385359,"3A"
-.4048723,"3A"
-.8641087,"3A"
1.303768,"3A"
1.801096,"3A"
.9239255,"3A"
.1863467,"3A"
1.320563,"3A"
1.260329,"3A"
-.0210929,"3A"
-1.99116,"3A"
2.894093,"3A"
.1557722,"3A"
-1.996579,"3A"
1.479607,"3A"
1.662184,"3A"
-1.065902,"3A"
1.747409,"3A"
1.758101,"3A"
-.2458085,"3A"
-3.585385,"3A"
-.9777619,"3A"
1.969034,"3A"
-.8770556,"3A"
-.9150216,"3A"
-.0520315,"3A"
-.634352,"3A"
.0504079,"3A"
-2.529385,"3A"
.2086226,"3A"
-1.682089,"3A"
.6011689,"3A"
.1462021,"3A"
1.061478,"3A"
3.05444,"3A"
2.83571,"3A"
.023736,"3A"
1.278202,"3A"
2.974136,"3A"
-.0390933,"3A"
1.385872,"3A"
2.47302,"3A"
-1.827022,"3A"
.1494367,"3A"
.9280809,"3A"
2.407368,"3A"
3.497701,"3A"
-.4117709,"3A"
.8173098,"3A"
2.392499,"3A"
-.6102887,"3A"
2.180639,"2B"
1.59267,"2B"
.6547338,"2B"
.7452224,"2B"
3.832176,"2B"
1.524658,"2B"
1.058103,"2B"
.2904806,"2B"
1.379798,"2B"
2.457715,"2B"
2.503499,"2B"
3.01626,"2B"
2.410381,"2B"
.0131432,"2B"
4.442456,"2B"
1.109239,"2B"
4.454988,"2B"
2.70903,"2B"
1.105058,"2B"
.6845554,"2B"
1.356842,"2B"
.7627945,"2B"
.4108506,"2B"
.8949404,"2B"
2.789311,"2B"
2.26622,"2B"
1.487144,"2B"
1.1489,"2B"
1.120452,"2B"
.7652678,"2B"
.625259,"2B"
1.884556,"2B"
2.222819,"2B"
2.842686,"2B"
2.09913,"2B"
3.925908,"2B"
1.038707,"2B"
.6295255,"2B"
1.179922,"2B"
-.7186804,"2B"
2.301682,"2B"
1.688824,"2B"
.6278778,"2B"
.3226268,"2B"
2.422792,"2B"
3.609479,"2B"
2.526952,"2B"
1.297988,"2B"
-.5638538,"2B"
1.234509,"2B"
2.047408,"2B"
-.7908879,"2B"
2.887618,"2B"
-1.189025,"2B"
1.404105,"2B"
.9562573,"2B"
1.928417,"2B"
1.835969,"2B"
1.628888,"2B"
.3405994,"2B"
.7767436,"2B"
1.98864,"2B"
3.063312,"2B"
.9046998,"2B"
3.106571,"2B"
1.180324,"2B"
2.480137,"2B"
.1016898,"2B"
-1.25226,"2B"
3.257981,"2B"
4.624571,"2B"
1.474369,"2B"
.6638162,"2B"
1.090815,"2B"
.919358,"2B"
1.132363,"2B"
3.502502,"2B"
-.0086957,"2B"
-.2779272,"2B"
1.08873,"2B"
1.51729,"2B"
-.0439654,"2B"
1.670117,"2B"
2.575258,"2B"
.0427338,"2B"
2.177425,"2B"
1.321049,"2B"
.0618098,"2B"
2.829105,"2B"
-.8066026,"2B"
.8713728,"2B"
-.2799163,"2B"
.1975467,"2B"
.8063509,"2B"
1.219682,"2B"
2.100256,"2B"
-.4100908,"2B"
1.960855,"2B"
.586903,"2B"
.769747,"2B"
.7090008,"2B"
1.941563,"2B"
.477854,"2B"
-.9063181,"2B"
-.1576847,"2B"
1.044427,"2B"
2.607906,"2B"
-.1851158,"2B"
1.073236,"2B"
2.942353,"2B"
1.870648,"2B"
.6355922,"2B"
2.070816,"2B"
1.922267,"2B"
1.480797,"2B"
.4183484,"2B"
1.806999,"2B"
-1.342094,"2B"
3.63417,"2B"
1.487067,"2B"
-.4726038,"2B"
2.765174,"2B"
2.013734,"2B"
.5502174,"2B"
1.638181,"2B"
1.291178,"2B"
.4485693,"2B"
2.171933,"2B"
4.067609,"2B"
3.207334,"2B"
2.74932,"2B"
3.235328,"2B"
3.000406,"2B"
2.184321,"2B"
3.061628,"2B"
1.937828,"2B"
3.045593,"2B"
1.698618,"2B"
1.591331,"2B"
2.531973,"2B"
1.134886,"2B"
1.941549,"2B"
1.620831,"2B"
2.741975,"2B"
2.661476,"2B"
1.024198,"2B"
2.090513,"2B"
-.0541859,"2B"
2.220632,"2B"
.5911698,"2B"
-.2664674,"2B"
.5273169,"2B"
.7867833,"2B"
3.423477,"2B"
.8592463,"2B"
.8732538,"2B"
2.987403,"2B"
3.012368,"2B"
.7593421,"2B"
1.946102,"2B"
2.779825,"2B"
1.641925,"2B"
.5792447,"2B"
2.335081,"2B"
2.268962,"2B"
2.599432,"2B"
3.41465,"2B"
2.775771,"2B"
3.786358,"2B"
2.186464,"2B"
.052915,"2B"
2.733205,"2B"
4.076897,"2B"
3.278627,"2B"
2.615028,"2B"
2.220993,"2B"
1.851197,"2B"
1.793175,"2B"
1.879943,"2B"
3.154832,"2B"
1.23918,"2B"
-.0403992,"2B"
1.534669,"2B"
.2380085,"2B"
